Identificador de URL;Nombre;Categorías;Nombre de propiedad 1;Valor de propiedad 1;Nombre de propiedad 2;Valor de propiedad 2;Nombre de propiedad 3;Valor de propiedad 3;Precio;Precio promocional;Peso (kg);Alto (cm);Ancho (cm);Profundidad (cm);SKU;Código de barras;Mostrar en tienda;Envío sin cargo;Tags;Título para SEO;Descripción para SEO;Marca;Producto Físico;MPN (Número de pieza del fabricante);Sexo;Rango de edad;Costo
nad096pl;BOLA VIDRIO HOJITAS TALLADAS 10 CM;Navidad > Adornos para el arbol > Bolas, BlackWeek > Navidad, THE CHRISTMAS SALE > Navidad;;;;;;;7,290.00;4,990.00;0.20;5.00;5.00;5.00;NAD096PL;NAD096PL;SI;NO;NAD096;;;;SI;;;;
nad088rd;SET MIX RD 28;Navidad > Adornos para el arbol > Adornos, BlackWeek > Navidad, THE CHRISTMAS SALE > Navidad;;;;;;;12,090.00;7,990.00;0.20;5.00;5.00;5.00;NAD088RD;NAD088RD;SI;NO;NAD088;;;;SI;;;;
nad087do;GUIRNALDA DORADA;Navidad > Adornos para el arbol > Adornos, BlackWeek > Navidad, THE CHRISTMAS SALE > Navidad;;;;;;;7,490.00;4,990.00;0.20;5.00;5.00;5.00;NAD087DO;NAD087DO;SI;NO;NAD087;;;;SI;;;;
nad087cg;GUIRNALDA CHAMPAGNE;Navidad > Adornos para el arbol > Adornos, BlackWeek > Navidad, THE CHRISTMAS SALE > Navidad;;;;;;;7,490.00;4,990.00;0.20;5.00;5.00;5.00;NAD087CG;NAD087CG;SI;NO;NAD087;;;;SI;;;;
nad086rj;SET X3 ADORNOS ROJOS 8 CM;Navidad > Adornos para el arbol > Adornos, BlackWeek > Navidad, THE CHRISTMAS SALE > Navidad;;;;;;;1,890.00;1,290.00;0.20;5.00;5.00;5.00;NAD086RJ;NAD086RJ;SI;NO;NAD086;;;;SI;;;;
nad086pl;SET X3 ADORNOS PLATEADOS 8 CM;Navidad > Adornos para el arbol > Adornos, BlackWeek > Navidad, THE CHRISTMAS SALE > Navidad;;;;;;;1,890.00;1,290.00;0.20;5.00;5.00;5.00;NAD086PL;NAD086PL;SI;NO;NAD086;;;;SI;;;;
nad086do;SET X3 ADORNOS DORADOS 8 CM;Navidad > Adornos para el arbol > Adornos, BlackWeek > Navidad, THE CHRISTMAS SALE > Navidad;;;;;;;1,890.00;1,290.00;0.20;5.00;5.00;5.00;NAD086DO;NAD086DO;SI;NO;NAD086;;;;SI;;;;
nad085rj;SET X3 MOÑOS ROJOS;Navidad > Adornos para el arbol > Adornos, BlackWeek > Navidad, THE CHRISTMAS SALE > Navidad;;;;;;;2,990.00;1,990.00;0.20;5.00;5.00;5.00;NAD085RJ;NAD085RJ;SI;NO;NAD085;;;;SI;;;;
nad085do;SET X3 MOÑOS DORADOS;Navidad > Adornos para el arbol > Adornos, BlackWeek > Navidad, THE CHRISTMAS SALE > Navidad;;;;;;;2,990.00;1,990.00;0.20;5.00;5.00;5.00;NAD085DO;NAD085DO;SI;NO;NAD085;;;;SI;;;;
nad081ro;SET X3 ESTRELLAS ROJAS OSCURAS;Navidad > Adornos para el arbol > Adornos, BlackWeek > Navidad, THE CHRISTMAS SALE > Navidad;;;;;;;2,990.00;1,990.00;0.20;5.00;5.00;5.00;NAD081RO;NAD081RO;SI;NO;NAD081;;;;SI;;;;
nad081rj;SET X3 ESTRELLAS ROJAS;Navidad > Adornos para el arbol > Adornos, BlackWeek > Navidad, THE CHRISTMAS SALE > Navidad;;;;;;;2,990.00;1,990.00;0.20;5.00;5.00;5.00;NAD081RJ;NAD081RJ;SI;NO;NAD081;;;;SI;;;;
nad081pl;SET X3 ESTRELLAS PLATEADAS;Navidad > Adornos para el arbol > Adornos, BlackWeek > Navidad, THE CHRISTMAS SALE > Navidad;;;;;;;2,990.00;1,990.00;0.20;5.00;5.00;5.00;NAD081PL;NAD081PL;SI;NO;NAD081;;;;SI;;;;
nad080do;BOLA DESIGN DORADA 8 CM;Navidad > Adornos para el arbol > Bolas, BlackWeek > Navidad, THE CHRISTMAS SALE > Navidad;;;;;;;2,590.00;1,690.00;0.20;5.00;5.00;5.00;NAD080DO;NAD080DO;SI;NO;NAD080;;;;SI;;;;
nad079do;BOLA MERRY DORADA 8 CM;Navidad > Adornos para el arbol > Bolas, BlackWeek > Navidad, THE CHRISTMAS SALE > Navidad;;;;;;;2,590.00;1,690.00;0.20;5.00;5.00;5.00;NAD079DO;NAD079DO;SI;NO;NAD079;;;;SI;;;;
nad078do;BOLA LEAVES DORADA 8 CM;Navidad > Adornos para el arbol > Bolas, BlackWeek > Navidad, THE CHRISTMAS SALE > Navidad;;;;;;;2,590.00;1,690.00;0.20;5.00;5.00;5.00;NAD078DO;NAD078DO;SI;NO;NAD078;;;;SI;;;;
nad077do;BOLA DESIGN BLANCA Y DORADA 8 CM;Navidad > Adornos para el arbol > Bolas, BlackWeek > Navidad, THE CHRISTMAS SALE > Navidad;;;;;;;2,590.00;1,690.00;0.20;5.00;5.00;5.00;NAD077DO;NAD077DO;SI;NO;NAD077;;;;SI;;;;
nad076do;BOLA INDIAN DORADA 8 CM;Navidad > Adornos para el arbol > Bolas, BlackWeek > Navidad, THE CHRISTMAS SALE > Navidad;;;;;;;2,590.00;1,690.00;0.20;5.00;5.00;5.00;NAD076DO;NAD076DO;SI;NO;NAD076;;;;SI;;;;
nad076cg;BOLA INDIAN CHAMPAGNE 8 CM;Navidad > Adornos para el arbol > Bolas, BlackWeek > Navidad, THE CHRISTMAS SALE > Navidad;;;;;;;2,590.00;1,690.00;0.20;5.00;5.00;5.00;NAD076CG;NAD076CG;SI;NO;NAD076;;;;SI;;;;
nad075cg;BOLA MERRY CHAMPAGNE 8 CM;Navidad > Adornos para el arbol > Bolas, BlackWeek > Navidad, THE CHRISTMAS SALE > Navidad;;;;;;;2,590.00;1,690.00;0.20;5.00;5.00;5.00;NAD075CG;NAD075CG;SI;NO;NAD075;;;;SI;;;;
nad074cg;BOLA LINES CHAMPAGNE 8 CM;Navidad > Adornos para el arbol > Bolas, BlackWeek > Navidad, THE CHRISTMAS SALE > Navidad;;;;;;;2,590.00;1,690.00;0.20;5.00;5.00;5.00;NAD074CG;NAD074CG;SI;NO;NAD074;;;;SI;;;;
nad073bd;BOLA CAPSULE BLANCA Y DORADO 8 CM;Navidad > Adornos para el arbol > Bolas, BlackWeek > Navidad, THE CHRISTMAS SALE > Navidad;;;;;;;2,590.00;1,690.00;0.20;5.00;5.00;5.00;NAD073BD;NAD073BD;SI;NO;NAD073;;;;SI;;;;
nad072bd;BOLA CURVE BLANCA Y DORADA 8 CM;Navidad > Adornos para el arbol > Bolas, BlackWeek > Navidad, THE CHRISTMAS SALE > Navidad;;;;;;;2,590.00;1,690.00;0.20;5.00;5.00;5.00;NAD072BD;NAD072BD;SI;NO;NAD072;;;;SI;;;;
nad071bd;BOLA BIG RED BLANCA Y DORADA 8 CM;Navidad > Adornos para el arbol > Bolas, BlackWeek > Navidad, THE CHRISTMAS SALE > Navidad;;;;;;;2,590.00;1,690.00;0.20;5.00;5.00;5.00;NAD071BD;NAD071BD;SI;NO;NAD071;;;;SI;;;;
nad070pl;BOLA VIDRIO CURVY PLATEADA 10 CM;Navidad > Adornos para el arbol > Bolas, BlackWeek > Navidad, THE CHRISTMAS SALE > Navidad;;;;;;;7,290.00;4,990.00;0.20;5.00;5.00;5.00;NAD070PL;NAD070PL;SI;NO;NAD070;;;;SI;;;;
nad070do;BOLA VIDRIO CURVY DORADA 10 CM;Navidad > Adornos para el arbol > Bolas, BlackWeek > Navidad, THE CHRISTMAS SALE > Navidad;;;;;;;6,690.00;4,990.00;0.20;5.00;5.00;5.00;NAD070DO;NAD070DO;SI;NO;NAD070;;;;SI;;;;
nad069rj;BOLA VIDRIO CLASIC RED ROJA 10 CM;Navidad > Adornos para el arbol > Bolas, BlackWeek > Navidad, THE CHRISTMAS SALE > Navidad;;;;;;;7,790.00;4,990.00;0.20;5.00;5.00;5.00;NAD069RJ;NAD069RJ;SI;NO;NAD069;;;;SI;;;;
nad068dp;BOLA VIDRIO SNOWFLAKE PLATEADA 10 CM;Navidad > Adornos para el arbol > Bolas, BlackWeek > Navidad, THE CHRISTMAS SALE > Navidad;;;;;;;7,790.00;4,990.00;0.20;5.00;5.00;5.00;NAD068DP;NAD068DP;SI;NO;NAD068;;;;SI;;;;
nad066do;BOLA VIDRIO CRAQUELADA DORADA 10 CM;Navidad > Adornos para el arbol > Bolas, BlackWeek > Navidad, THE CHRISTMAS SALE > Navidad;;;;;;;7,290.00;4,990.00;0.20;5.00;5.00;5.00;NAD066DO;NAD066DO;SI;NO;NAD066;;;;SI;;;;
nad065rj;BOLA VIDRIO RELIEVE ROJA 10 CM;Navidad > Adornos para el arbol > Bolas, BlackWeek > Navidad, THE CHRISTMAS SALE > Navidad;;;;;;;6,690.00;4,990.00;0.20;5.00;5.00;5.00;NAD065RJ;NAD065RJ;SI;NO;NAD065;;;;SI;;;;
nad065do;BOLA VIDRIO RELIEVE DORADA 10 CM;Navidad > Adornos para el arbol > Bolas, BlackWeek > Navidad, THE CHRISTMAS SALE > Navidad;;;;;;;6,690.00;4,990.00;0.20;5.00;5.00;5.00;NAD065DO;NAD065DO;SI;NO;NAD065;;;;SI;;;;
nad064dp;BOLA VIDRIO TALLADA PLATEADA Y DORADA 10 CM;Navidad > Adornos para el arbol > Bolas, BlackWeek > Navidad, THE CHRISTMAS SALE > Navidad;;;;;;;7,790.00;4,990.00;0.20;5.00;5.00;5.00;NAD064DP;NAD064DP;NO;NO;NAD064;;;;SI;;;;
nad063pl;BOLA VIDRIO LABRADA PLATEADA VIEJO 10 CM;Navidad > Adornos para el arbol > Bolas, BlackWeek > Navidad, THE CHRISTMAS SALE > Navidad;;;;;;;7,290.00;4,990.00;0.20;5.00;5.00;5.00;NAD063PL;NAD063PL;SI;NO;NAD063;;;;SI;;;;
nad031rj;SET X2 BOLAS MOSTACILLAS GRANDES ROJAS 6 CM;Navidad > Adornos para el arbol > Bolas, Navidad > Adornos para el arbol > Sets adornos y bolas;;;;;;;4,490.00;2,990.00;0.20;5.00;5.00;5.00;NAD031RJ;NAD031RJ;SI;NO;NAD031;;;;SI;;;;
nad031pl;SET X2 BOLAS MOSTACILLAS GRANDES PLATEADAS 6 CM;Navidad > Adornos para el arbol > Bolas, Navidad > Adornos para el arbol > Sets adornos y bolas;;;;;;;4,490.00;2,990.00;0.20;5.00;5.00;5.00;NAD031PL;NAD031PL;SI;NO;NAD031;;;;SI;;;;
nad031do;SET X2 BOLAS MOSTACILLAS GRANDES DORADAS 6 CM;Navidad > Adornos para el arbol > Bolas, Navidad > Adornos para el arbol > Sets adornos y bolas;;;;;;;4,490.00;2,990.00;0.20;5.00;5.00;5.00;NAD031DO;NAD031DO;SI;NO;NAD031;;;;SI;;;;
nad030rj;SET X2 BOLAS MOSTACILLAS CHICAS ROJAS 6 CM;Navidad > Adornos para el arbol > Bolas, Navidad > Adornos para el arbol > Sets adornos y bolas;;;;;;;4,490.00;2,990.00;0.20;5.00;5.00;5.00;NAD030RJ;NAD030RJ;SI;NO;NAD030;;;;SI;;;;
nad030pl;SET X2 BOLAS MOSTACILLAS CHICAS PLATEADAS 6 CM;Navidad > Adornos para el arbol > Bolas, Navidad > Adornos para el arbol > Sets adornos y bolas;;;;;;;4,490.00;2,990.00;0.20;5.00;5.00;5.00;NAD030PL;NAD030PL;SI;NO;NAD030;;;;SI;;;;
nad030do;SET X2 BOLAS MOSTACILLAS CHICAS DORADAS 6 CM;Navidad > Adornos para el arbol > Bolas, Navidad > Adornos para el arbol > Sets adornos y bolas;;;;;;;4,490.00;2,990.00;0.20;5.00;5.00;5.00;NAD030DO;NAD030DO;SI;NO;NAD030;;;;SI;;;;
nad029rj;BOLA RED ROJA 8 CM;Navidad > Adornos para el arbol > Bolas, BlackWeek > Navidad, THE CHRISTMAS SALE > Navidad;;;;;;;1,890.00;1,290.00;0.20;5.00;5.00;5.00;NAD029RJ;NAD029RJ;SI;NO;NAD029;;;;SI;;;;
nad029pl;BOLA RED PLATEADA 8 CM;Navidad > Adornos para el arbol > Bolas, BlackWeek > Navidad, THE CHRISTMAS SALE > Navidad;;;;;;;1,890.00;1,290.00;0.20;5.00;5.00;5.00;NAD029PL;NAD029PL;SI;NO;NAD029;;;;SI;;;;
nad029do;BOLA RED DORADA 8 CM;Navidad > Adornos para el arbol > Bolas, BlackWeek > Navidad, THE CHRISTMAS SALE > Navidad;;;;;;;1,890.00;1,290.00;0.20;5.00;5.00;5.00;NAD029DO;NAD029DO;SI;NO;NAD029;;;;SI;;;;
nad029cg;BOLA RED CHAMPAGNE 8 CM;Navidad > Adornos para el arbol > Bolas, BlackWeek > Navidad, THE CHRISTMAS SALE > Navidad;;;;;;;1,890.00;1,290.00;0.20;5.00;5.00;5.00;NAD029CG;NAD029CG;SI;NO;NAD029;;;;SI;;;;
nad028rj;BOLA ESPIRAL ROJA 8 CM;Navidad > Adornos para el arbol > Bolas, BlackWeek > Navidad, THE CHRISTMAS SALE > Navidad;;;;;;;1,890.00;1,290.00;0.20;5.00;5.00;5.00;NAD028RJ;NAD028RJ;SI;NO;NAD028;;;;SI;;;;
nad028do;BOLA ESPIRAL DORADA 8 CM;Navidad > Adornos para el arbol > Bolas, BlackWeek > Navidad, THE CHRISTMAS SALE > Navidad;;;;;;;1,890.00;1,290.00;0.20;5.00;5.00;5.00;NAD028DO;NAD028DO;SI;NO;NAD028;;;;SI;;;;
nad027vo;BOLA GLITTER VERDE OSCURO 8 CM;Navidad > Adornos para el arbol > Bolas, BlackWeek > Navidad, THE CHRISTMAS SALE > Navidad;;;;;;;1,890.00;1,290.00;0.20;5.00;5.00;5.00;NAD027VO;NAD027VO;SI;NO;NAD027;;;;SI;;;;
nad027rj;BOLA GLITTER ROJA 8 CM;Navidad > Adornos para el arbol > Bolas, BlackWeek > Navidad, THE CHRISTMAS SALE > Navidad;;;;;;;1,890.00;1,290.00;0.20;5.00;5.00;5.00;NAD027RJ;NAD027RJ;SI;NO;NAD027;;;;SI;;;;
nad027pl;BOLA GLITTER PLEATEADA 8 CM;Navidad > Adornos para el arbol > Bolas, BlackWeek > Navidad, THE CHRISTMAS SALE > Navidad;;;;;;;1,890.00;1,290.00;0.20;5.00;5.00;5.00;NAD027PL;NAD027PL;SI;NO;NAD027;;;;SI;;;;
nad027me;BOLA GLITTER VERDE MENTA 8 CM;Navidad > Adornos para el arbol > Bolas, BlackWeek > Navidad, THE CHRISTMAS SALE > Navidad;;;;;;;1,890.00;1,290.00;0.20;5.00;5.00;5.00;NAD027ME;NAD027ME;SI;NO;NAD027;;;;SI;;;;
nad027ma;BOLA GLITTER VERDE MANZANA 8 CM;Navidad > Adornos para el arbol > Bolas, BlackWeek > Navidad, THE CHRISTMAS SALE > Navidad;;;;;;;1,890.00;1,290.00;0.20;5.00;5.00;5.00;NAD027MA;NAD027MA;SI;NO;NAD027;;;;SI;;;;
nad027do;BOLA GLITTER DORADA 8 CM;Navidad > Adornos para el arbol > Bolas, BlackWeek > Navidad, THE CHRISTMAS SALE > Navidad;;;;;;;1,890.00;1,290.00;0.20;5.00;5.00;5.00;NAD027DO;NAD027DO;SI;NO;NAD027;;;;SI;;;;
nad027bl;BOLA GLITTER BLANCA 8 CM;Navidad > Adornos para el arbol > Bolas, BlackWeek > Navidad, THE CHRISTMAS SALE > Navidad;;;;;;;1,890.00;1,290.00;0.20;5.00;5.00;5.00;NAD027BL;NAD027BL;SI;NO;NAD027;;;;SI;;;;
nad026me;BOLA HOJA GRANDE MENTA 10 CM;Navidad > Adornos para el arbol > Bolas, BlackWeek > Navidad, THE CHRISTMAS SALE > Navidad;;;;;;;1,890.00;1,290.00;0.20;5.00;5.00;5.00;NAD026ME;NAD026ME;SI;NO;NAD026;;;;SI;;;;
nad025rj;BOLA HOJA ROJA 8 CM;Navidad > Adornos para el arbol > Bolas, BlackWeek > Navidad, THE CHRISTMAS SALE > Navidad;;;;;;;1,890.00;1,290.00;0.20;5.00;5.00;5.00;NAD025RJ;NAD025RJ;SI;NO;NAD025;;;;SI;;;;
nad025pl;BOLA HOJA PLATEADA 8 CM;Navidad > Adornos para el arbol > Bolas, BlackWeek > Navidad, THE CHRISTMAS SALE > Navidad;;;;;;;1,890.00;1,290.00;0.20;5.00;5.00;5.00;NAD025PL;NAD025PL;SI;NO;NAD025;;;;SI;;;;
nad025do;BOLA HOJA DORADA 8 CM;Navidad > Adornos para el arbol > Bolas, BlackWeek > Navidad, THE CHRISTMAS SALE > Navidad;;;;;;;1,890.00;1,290.00;0.20;5.00;5.00;5.00;NAD025DO;NAD025DO;SI;NO;NAD025;;;;SI;;;;
nad025cg;BOLA HOJA CHAMPAGNE 8 CM;Navidad > Adornos para el arbol > Bolas, BlackWeek > Navidad, THE CHRISTMAS SALE > Navidad;;;;;;;1,890.00;1,290.00;0.20;5.00;5.00;5.00;NAD025CG;NAD025CG;SI;NO;NAD025;;;;SI;;;;
nad024cg;BOLA BRILLANTINA CHAMPAGNE 8 CM;Navidad > Adornos para el arbol > Bolas, BlackWeek > Navidad, THE CHRISTMAS SALE > Navidad;;;;;;;1,890.00;1,290.00;0.20;5.00;5.00;5.00;NAD024CG;NAD024CG;SI;NO;NAD024;;;;SI;;;;
nad023rj;BOLA LENTEJUELA ROJA 8 CM;Navidad > Adornos para el arbol > Bolas, BlackWeek > Navidad, THE CHRISTMAS SALE > Navidad;;;;;;;2,890.00;1,890.00;0.20;5.00;5.00;5.00;NAD023RJ;NAD023RJ;SI;NO;NAD023;;;;SI;;;;
nad023do;BOLA LENTEJUELAS DORADA 8 CM;Navidad > Adornos para el arbol > Bolas, BlackWeek > Navidad, THE CHRISTMAS SALE > Navidad;;;;;;;2,890.00;1,890.00;0.20;5.00;5.00;5.00;NAD023DO;NAD023DO;SI;NO;NAD023;;;;SI;;;;
nad022rj;BOLA MINI MOSTACILLAS ROJA 8 CM;Navidad > Adornos para el arbol > Bolas, BlackWeek > Navidad, THE CHRISTMAS SALE > Navidad;;;;;;;1,890.00;1,290.00;0.20;5.00;5.00;5.00;NAD022RJ;NAD022RJ;SI;NO;NAD022;;;;SI;;;;
nad022pl;BOLA MINI MOSTACILLAS PLATEADA 8 CM;Navidad > Adornos para el arbol > Bolas, BlackWeek > Navidad, THE CHRISTMAS SALE > Navidad;;;;;;;1,890.00;1,290.00;0.20;5.00;5.00;5.00;NAD022PL;NAD022PL;SI;NO;NAD022;;;;SI;;;;
nad022do;BOLA MINI MOSTACILLAS DORADA 8 CM;Navidad > Adornos para el arbol > Bolas, BlackWeek > Navidad, THE CHRISTMAS SALE > Navidad;;;;;;;1,890.00;1,290.00;0.20;5.00;5.00;5.00;NAD022DO;NAD022DO;SI;NO;NAD022;;;;SI;;;;
nad022cg;BOLA MINI MOSTACILLAS CHAMPAGNE 8 CM;Navidad > Adornos para el arbol > Bolas, BlackWeek > Navidad, THE CHRISTMAS SALE > Navidad;;;;;;;1,890.00;1,290.00;0.20;5.00;5.00;5.00;NAD022CG;NAD022CG;SI;NO;NAD022;;;;SI;;;;
nad021rj;BOLA MOSTACILLAS ROJA 8 CM;Navidad > Adornos para el arbol > Bolas, BlackWeek > Navidad, THE CHRISTMAS SALE > Navidad;;;;;;;1,890.00;1,290.00;0.20;5.00;5.00;5.00;NAD021RJ;NAD021RJ;SI;NO;NAD021;;;;SI;;;;
nad021pl;BOLA MOSTACILLAS PLATEADA 8 CM;Navidad > Adornos para el arbol > Bolas, BlackWeek > Navidad, THE CHRISTMAS SALE > Navidad;;;;;;;1,890.00;1,290.00;0.20;5.00;5.00;5.00;NAD021PL;NAD021PL;SI;NO;NAD021;;;;SI;;;;
nad021me;BOLA MOSTACILLAS VERDE MENTA 8 CM;Navidad > Adornos para el arbol > Bolas, BlackWeek > Navidad, THE CHRISTMAS SALE > Navidad;;;;;;;1,890.00;1,290.00;0.20;5.00;5.00;5.00;NAD021ME;NAD021ME;SI;NO;NAD021;;;;SI;;;;
nad021do;BOLA MOSTACILLAS DORADA 8 CM;Navidad > Adornos para el arbol > Bolas, BlackWeek > Navidad, THE CHRISTMAS SALE > Navidad;;;;;;;1,890.00;1,290.00;0.20;5.00;5.00;5.00;NAD021DO;NAD021DO;SI;NO;NAD021;;;;SI;;;;
nad020rj;BOLA NEVADA ROJA 8 CM;Navidad > Adornos para el arbol > Bolas, BlackWeek > Navidad, THE CHRISTMAS SALE > Navidad;;;;;;;1,890.00;1,290.00;0.20;5.00;5.00;5.00;NAD020RJ;NAD020RJ;SI;NO;NAD020;;;;SI;;;;
nad020pl;BOLA NEVADA PLATEADA 8 CM;Navidad > Adornos para el arbol > Bolas, BlackWeek > Navidad, THE CHRISTMAS SALE > Navidad;;;;;;;1,890.00;1,290.00;0.20;5.00;5.00;5.00;NAD020PL;NAD020PL;SI;NO;NAD020;;;;SI;;;;
nad020do;BOLA NEVADA DORADA 8 CM;Navidad > Adornos para el arbol > Bolas, BlackWeek > Navidad, THE CHRISTMAS SALE > Navidad;;;;;;;1,890.00;1,290.00;0.20;5.00;5.00;5.00;NAD020DO;NAD020DO;SI;NO;NAD020;;;;SI;;;;
nad020cg;BOLA NEVADA CHAMPAGNE 8 CM;Navidad > Adornos para el arbol > Adornos, Navidad > Adornos para el arbol > Sets adornos y bolas;;;;;;;1,890.00;1,290.00;0.20;5.00;5.00;5.00;NAD020CG;NAD020CG;SI;NO;NAD020;;;;SI;;;;
nad019rd;SET X4 CORAZONES ROJOS Y DORADOS;Navidad > Adornos para el arbol > Adornos, Navidad > Adornos para el arbol > Sets adornos y bolas;;;;;;;4,690.00;2,990.00;0.20;5.00;5.00;5.00;NAD019RD;NAD019RD;SI;NO;NAD019;;;;SI;;;;
nad018do;TOP ESTRELLA;Navidad > Adornos para el arbol > Adornos, Navidad > Adornos para el arbol > Sets adornos y bolas, Navidad > Adornos para el arbol > Punteras / Bases de arbol;;;;;;;4,390.00;2,990.00;0.20;5.00;5.00;5.00;NAD018DO;NAD018DO;SI;NO;NAD018;;;;SI;;;;
nad016rj;SET X4 ESTRELLAS ROJAS;Navidad > Adornos para el arbol > Adornos, Navidad > Adornos para el arbol > Sets adornos y bolas;;;;;;;4,390.00;2,990.00;0.20;5.00;5.00;5.00;NAD016RJ;NAD016RJ;SI;NO;NAD016;;;;SI;;;;
nad015rw;SET X3 CARAMELOS COLGANTES;Navidad > Adornos para el arbol > Adornos, Navidad > Adornos para el arbol > Sets adornos y bolas;;;;;;;5,490.00;3,490.00;0.20;5.00;5.00;5.00;NAD015RW;NAD015RW;SI;NO;NAD015;;;;SI;;;;
nad014rj;SET X2 ESTRELLAS ROJO MATE;Navidad > Adornos para el arbol > Adornos, Navidad > Adornos para el arbol > Sets adornos y bolas;;;;;;;3,290.00;1,990.00;0.20;5.00;5.00;5.00;NAD014RJ;NAD014RJ;SI;NO;NAD014;;;;SI;;;;
nad013rd;SET GR 29;Navidad > Adornos para el arbol > Adornos, Navidad > Adornos para el arbol > Sets adornos y bolas;;;;;;;11,090.00;6,990.00;0.20;5.00;5.00;5.00;NAD013RD;NAD013RD;SI;NO;NAD013;;;;SI;;;;
nad012do;SET X3 RENOS DORADOS;Navidad > Adornos para el arbol > Adornos, Navidad > Adornos para el arbol > Sets adornos y bolas;;;;;;;4,390.00;2,990.00;0.20;5.00;5.00;5.00;NAD012DO;NAD012DO;SI;NO;NAD012;;;;SI;;;;
nad011rj;SET X3 ADORNOS ROJOS Y BLANCOS;Navidad > Adornos para el arbol > Adornos, Navidad > Adornos para el arbol > Sets adornos y bolas;;;;;;;4,690.00;2,990.00;0.20;5.00;5.00;5.00;NAD011RJ;NAD011RJ;SI;NO;NAD011;;;;SI;;;;
nad010rw;SET X3 CARAMELOS ROJOS Y BLANCOS;Navidad > Adornos para el arbol > Adornos, Navidad > Adornos para el arbol > Sets adornos y bolas;;;;;;;3,990.00;2,490.00;0.20;5.00;5.00;5.00;NAD010RW;NAD010RW;SI;NO;NAD010;;;;SI;;;;
nad010rj;SET X3 CARAMELOS ROJOS Y BLANCOS;Navidad > Adornos para el arbol > Adornos, Navidad > Adornos para el arbol > Sets adornos y bolas;;;;;;;3,990.00;2,490.00;0.20;5.00;5.00;5.00;NAD010RJ;NAD010RJ;SI;NO;NAD010;;;;SI;;;;
nad009rj;SET X2 BOTAS BLANCAS Y ROJAS;Navidad > Adornos para el arbol > Adornos, Navidad > Adornos para el arbol > Sets adornos y bolas;;;;;;;2,990.00;1,990.00;0.20;5.00;5.00;5.00;NAD009RJ;NAD009RJ;SI;NO;NAD009;;;;SI;;;;
nad008rd;SET X28 ADORNOS ROJOS;Navidad > Adornos para el arbol > Adornos, Navidad > Adornos para el arbol > Sets adornos y bolas;;;;;;;30,490.00;19,990.00;0.20;5.00;5.00;5.00;NAD008RD;NAD008RD;SI;NO;NAD008;;;;SI;;;;
nad008cg;SET X28 ADORNOS CHAMPAGNE;Navidad > Adornos para el arbol > Bolas, Navidad > Adornos para el arbol > Sets adornos y bolas;;;;;;;30,490.00;19,990.00;0.20;5.00;5.00;5.00;NAD008CG;NAD008CG;SI;NO;NAD008;;;;SI;;;;
nad007rd;SET X9 BOLAS ROJAS 6 CM;Navidad > Adornos para el arbol > Bolas, Navidad > Adornos para el arbol > Sets adornos y bolas;;;;;;;7,490.00;4,990.00;0.20;5.00;5.00;5.00;NAD007RD;NAD007RD;SI;NO;NAD007;;;;SI;;;;
nad006pl;SET X9 BOLAS PLATEADAS 6 CM;Navidad > Adornos para el arbol > Bolas, Navidad > Adornos para el arbol > Sets adornos y bolas;;;;;;;7,490.00;4,990.00;0.20;5.00;5.00;5.00;NAD006PL;NAD006PL;SI;NO;NAD006;;;;SI;;;;
nad005pl;SET X6 BOLAS PLATEADAS LINEAS GLITTER 6 CM;Navidad > Adornos para el arbol > Bolas, Navidad > Adornos para el arbol > Sets adornos y bolas;;;;;;;5,190.00;3,490.00;0.20;5.00;5.00;5.00;NAD005PL;NAD005PL;SI;NO;NAD005;;;;SI;;;;
nad004rd;SET X6 BOLAS ROJAS LINEAS DORE 6 CM;Navidad > Adornos para el arbol > Bolas, Navidad > Adornos para el arbol > Sets adornos y bolas;;;;;;;5,190.00;3,490.00;0.20;5.00;5.00;5.00;NAD004RD;NAD004RD;SI;NO;NAD004;;;;SI;;;;
nad003rj;SET X6 BOLAS ROJAS 6 CM;Navidad > Adornos para el arbol > Bolas, Navidad > Adornos para el arbol > Sets adornos y bolas;;;;;;;5,190.00;3,490.00;0.20;5.00;5.00;5.00;NAD003RJ;NAD003RJ;SI;NO;NAD003;;;;SI;;;;
nad002pl;SET X6 BOLAS PLATEADAS 6 CM;Navidad > Adornos para el arbol > Bolas, Navidad > Adornos para el arbol > Sets adornos y bolas;;;;;;;4,390.00;2,990.00;0.20;5.00;5.00;5.00;NAD002PL;NAD002PL;SI;NO;NAD002;;;;SI;;;;
nad001rd;SET X6 BOLAS ROJAS Y DORADAS 6 CM;Navidad > Adornos para el arbol > Bolas, Navidad > Adornos para el arbol > Sets adornos y bolas;;;;;;;4,390.00;2,990.00;0.20;5.00;5.00;5.00;NAD001RD;NAD001RD;SI;NO;NAD001;;;;SI;;;;
iap007;APLIQUE DE PARED DAZZLING;Iluminacion > Aplique de Pared, BlackWeek > Iluminacion, THE CHRISTMAS SALE > Iluminacion;Color;Blanco;;;;;40,790.00;29,990.00;0.65;21.00;37.00;16.00;IAP007BL;IAP007BL;SI;NO;IAP007;;;;SI;;;;
iap007;;;Color;Negro;;;;;40,790.00;29,990.00;0.65;21.00;37.00;16.00;IAP007NE;IAP007NE;;;;;;;;;;;
