Identificador de URL;Nombre;Categorías;Nombre de propiedad 1;Valor de propiedad 1;Nombre de propiedad 2;Valor de propiedad 2;Nombre de propiedad 3;Valor de propiedad 3;Precio;Precio promocional;Peso (kg);Alto (cm);Ancho (cm);Profundidad (cm);SKU;Código de barras;Mostrar en tienda;Envío sin cargo;Tags;Título para SEO;Descripción para SEO;Marca;Producto Físico;MPN (Número de pieza del fabricante);Sexo;Rango de edad;Costo
dja001b;JABON BICK 500ML AROMA DEEP GARDEN;Decoracion;;;;;;;6,890.00;;0.20;5.00;5.00;2.00;DJA001DG;DJA001DG;SI;NO;DECO, DJA001, JABON, PLASTICO;JABON DE MANOS PLÁSTICO;JABON DE MANOS ENVASE CARAMELO DE 500ML AROMA DEEP GARDEN;;SI;;;;
dja001a;JABON BICK 500ML AROMA CHAMPAGNE ROSE;Decoracion;;;;;;;6,890.00;;0.20;5.00;5.00;2.00;DJA001CS;DJA001CS;SI;NO;DECO, DJA001, JABON, PLASTICO;JABON DE MANOS PLÁSTICO;JABON DE MANOS ENVASE CARAMELO DE 500ML AROMA CHAMPAGNE ROSE;;SI;;;;
des005;ESPEJO DENES;Decoracion > Espejos, CyberWeek  > Decoracion;Color;Dorado;;;;;66,890.00;42,990.00;0.20;62.50;14.50;81.50;DES005DO;DES005DO;SI;NO;DECO, DES005, ESPEJO, ESPEJOS, PLASTICO Y ESPEJO;ESPEJO PLASTICO Y ESPEJO;ESPEJO OVALDO PARA COLGAR MARCO DE PLASTICO DORADO 59X3XH79CM;;SI;;;;
des005;;;Color;Negro;;;;;66,890.00;42,990.00;0.20;62.50;14.50;81.50;DES005NE;DES005NE;;;;;;;;;;;
des003;ESPEJO AJAX;Decoracion > Espejos, CyberWeek  > Decoracion;Color;Dorado;;;;;25,490.00;16,990.00;0.20;50.00;50.00;2.00;DES003DO;DES003DO;SI;NO;DECO, DES003, ESPEJO, ESPEJOS, PS Y ESPEJO;ESPEJO PS Y ESPEJO;ESPEJO PARA COLGAR MARCO DE PLASTICO DORADO 50CM;;SI;;;;
des003;;;Color;Negro;;;;;25,490.00;16,990.00;0.20;50.00;50.00;2.00;DES003NE;DES003NE;;;;;;;;;;;
des002;ESPEJO CUADRADO;Decoracion > Espejos;Color;Negro;;;;;71,990.00;;5.01;5.00;5.00;2.00;DES002NE;DES002NE;SI;NO;DECO, DES002, ESPEJO, ESPEJOS, HIERRO Y ESPEJO;ESPEJO HIERRO Y ESPEJO;ESPEJO PARA COLGAR MARCO CUADRADO DORADO;;SI;;;;
des001;ESPEJO HVAK;Decoracion > Espejos;Color;Negro;;;;;77,490.00;;5.08;66.00;61.00;7.00;DES001NE;DES001NE;SI;NO;DECO, DES001, ESPEJO, ESPEJOS, HIERRO Y ESPEJO;ESPEJO HIERRO Y ESPEJO;ESPEJO PARA COLGAR DORADO 60CM;;SI;;;;
ddi004d;DIFUSOR BODONI 250ML AROMA SUN FLOWERS;Decoracion > Velas y Fragancias;;;;;;;9,590.00;;0.20;5.00;5.00;2.00;DDI004SN;DDI004SN;SI;NO;DDI004, DECO, FRAGANCIA, PLASTICO, VELAS Y FRAGANCIAS;DIFUSOR PLÁSTICO;DIFUSOR BAMBOO STICKS 250ML AROMA SUNFLOWERS;;SI;;;;
difusor-bodoni-250ml-aroma-ruby-peonies;DIFUSOR BODONI 250ML AROMA RUBY PEONIES;Decoracion > Velas y Fragancias;;;;;;;9,590.00;;0.20;5.00;5.00;2.00;DDI004RP;DDI004RP;SI;NO;DDI004, DECO, FRAGANCIA, PLASTICO, VELAS Y FRAGANCIAS;DIFUSOR PLÁSTICO;DIFUSOR BAMBOO STICKS 250ML AROMA RUBY PEONIES;;SI;;;;
ddi004b;DIFUSOR BODONI 250ML AROMA NIGHT JASMINE;Decoracion > Velas y Fragancias;;;;;;;9,590.00;;0.20;5.00;5.00;2.00;DDI004NJ;DDI004NJ;SI;NO;DDI004, DECO, FRAGANCIA, PLASTICO, VELAS Y FRAGANCIAS;DIFUSOR PLÁSTICO;DIFUSOR BAMBOO STICKS 250ML AROMA NIGHT JASMINE;;SI;;;;
ddi004a;DIFUSOR BODONI 250ML AROMA HONEY SUCKLE;Decoracion > Velas y Fragancias;;;;;;;9,590.00;;0.20;5.00;5.00;2.00;DDI004HS;DDI004HS;SI;NO;DDI004, DECO, FRAGANCIA, PLASTICO, VELAS Y FRAGANCIAS;DIFUSOR PLÁSTICO;DIFUSOR BAMBOO STICKS 250ML AROMA HONEY SUCKLE;;SI;;;;
dar129;CUADRO MADRID 2 MARKET MM;Decoracion > Cuadros;Color;Madera;;;;;22,790.00;;1.95;45.00;35.00;2.50;DAR129MM;DAR129MM;SI;NO;ARTE, CUADRO, DAR129, DECO, MADERA;CUADRO MADERA;CUADRO FLOWER MARKET MADRID 30X40CM MARCO DE MADERA ;;SI;;;;
dar128;CUADRO SEOUL 2 MARKET MM;Decoracion > Cuadros;Color;Madera;;;;;22,790.00;;1.95;45.00;35.00;2.50;DAR128MM;DAR128MM;SI;NO;ARTE, CUADRO, DAR128, DECO, MADERA;CUADRO MADERA;CUADRO FLOWER MARKET SEOUL 30X40CM MARCO DE MADERA;;SI;;;;
dar127;CUADRO PARIS 2 MARKET MM;Decoracion > Cuadros;Color;Madera;;;;;22,790.00;;1.95;45.00;35.00;2.50;DAR127MM;DAR127MM;SI;NO;ARTE, CUADRO, DAR127, DECO, MADERA;CUADRO MADERA;CUADRO FLOWER MARKET PARIS 30X40CM MARCO DE MADERA;;SI;;;;
dar126;CUADRO LONDON 2 MARKET MM;Decoracion > Cuadros;Color;Madera;;;;;22,790.00;;1.95;45.00;35.00;2.50;DAR126MM;DAR126MM;SI;NO;ARTE, CUADRO, DAR126, DECO, MADERA;CUADRO MADERA;CUADRO FLOWER MARKET LONDON #2 30X40CM MARCO DE MADERA;;SI;;;;
dar125;CUADRO AMSTERDAM 2 MARKET MM;Decoracion > Cuadros;Color;Madera;;;;;22,790.00;;1.95;45.00;35.00;2.50;DAR125MM;DAR125MM;SI;NO;ARTE, CUADRO, DAR125, DECO, MADERA;CUADRO MADERA;CUADRO FLOWER MARKET AMSTERDAM 30X40CM MARCO DE MADERA;;SI;;;;
dar124;CUADRO TOKYO #2 MARKET MM;Decoracion > Cuadros;Color;Madera;;;;;22,790.00;;1.95;45.00;35.00;2.50;DAR124MM;DAR124MM;SI;NO;ARTE, CUADRO, DAR124, DECO, MADERA;CUADRO MADERA;CUADRO FLOWER MARKET TOKYO #2 30X40CM MARCO DE MADERA;;SI;;;;
dar121;CUADRO ABECEDARIO MM;Decoracion > Cuadros;Color;Madera;;;;;22,790.00;;1.95;45.00;35.00;2.50;DAR121MM;DAR121MM;SI;NO;ARTE, CUADRO, DAR121, DECO, MADERA;CUADRO MADERA;CUADRO LINEA KIDS ABECEDARIO 30X40CM MARCO DE MADERA;;SI;;;;
dar119;CUADRO ESTRELLA MM;Decoracion > Cuadros;Color;Madera;;;;;13,490.00;;2.50;15.00;15.00;10.00;DAR119MM;DAR119MM;SI;NO;ARTE, CUADRO, DAR119, DECO, MADERA;CUADRO MADERA;CUADRO LINEA KIDS ESTRELLA 20X30CM MARCO DE MADERA;;SI;;;;
dar118;CUADRO PLANETA MM;Decoracion > Cuadros;Color;Madera;;;;;13,490.00;;2.50;15.00;15.00;10.00;DAR118MM;DAR118MM;SI;NO;ARTE, CUADRO, DAR118, DECO, MADERA;CUADRO MADERA;CUADRO LINEA KIDS PLANETA 20X30CM MARCO DE MADERA ;;SI;;;;
DAR117;CUADRO SOL MM;Decoracion > Cuadros;Color;Madera;;;;;22,790.00;;2.50;15.00;15.00;10.00;DAR117MM;DAR117MM;SI;NO;ARTE, CUADRO, DAR117, DECO, MADERA;CUADRO MADERA;CUADRO LINEA KIDS SOL 30X40CM MARCO DE MADERA;;SI;;;;
dar116;CUADO ARCOIRIS #1 MM;Decoracion > Cuadros;Color;Madera;;;;;22,790.00;;2.50;15.00;15.00;10.00;DAR116MM;DAR116MM;SI;NO;ARTE, CUADRO, DAR116, DECO, MADERA;CUADRO MADERA;CUADRO LINEA KIDS ARCOIRIS #1 30X40CM MARCO DE MADERA;;SI;;;;
dar115;CUADRO OSO MM;Decoracion > Cuadros;Color;Madera;;;;;22,790.00;;2.50;15.00;15.00;10.00;DAR115MM;DAR115MM;SI;NO;ARTE, CUADRO, DAR115, DECO, MADERA;CUADRO MADERA;CUADRO LINEA KIDS OSO 30X40CM MARCO DE MADERA;;SI;;;;
DAR076;CUADRO STANI MEDIUM;Decoracion > Cuadros;Color;Madera;;;;;33,290.00;;3.00;66.00;51.00;7.00;DAR076MM;DAR076MM;SI;NO;ARTE, CUADRO, DAR076, DECO, MADERA Y VIDRIO;CUADRO MADERA Y VIDRIO;CUADRO STAIN MMM45X60 MADERA;;SI;;;;
DAR074;CUADRO INK MEDIUM;Decoracion > Cuadros;Color;Madera;;;;;33,290.00;;3.00;66.00;51.00;7.00;DAR074MM;DAR074MM;SI;NO;ARTE, CUADRO, DAR074, DECO, MADERA Y VIDRIO;CUADRO MADERA Y VIDRIO;CUADRO INK MMM45X60 MADERA;;SI;;;;
dar072;CUADRO MARINA MEDIUM;Decoracion > Cuadros;Color;Madera;;;;;33,290.00;;3.00;45.00;45.00;5.00;DAR072MM;DAR072MM;SI;NO;ARTE, CUADRO, DAR072, DECO, MADERA Y VIDRIO;CUADRO MADERA Y VIDRIO;CUADRO MARINA MMM45X60 MADERA;;SI;;;;
dar068;CUADRO KUSAMA MEDIUM;Decoracion > Cuadros;Color;Madera;;;;;33,290.00;;3.00;45.00;45.00;5.00;DAR068MM;DAR068MM;SI;NO;ARTE, CUADRO, DAR068, DECO, MADERA Y VIDRIO;CUADRO MADERA Y VIDRIO;CUADRO KUSAMA MMM45X60 MADERA;;SI;;;;
dar003;CUADRO MILLONARIOS B&W MMN;Decoracion > Cuadros;Color;Negro;;;;;37,890.00;;3.60;66.00;51.00;7.00;DAR003MN;DAR003MN;SI;NO;ARTE, CUADRO, DAR003, DECO, MADERA Y VIDRIO;CUADRO MADERA Y VIDRIO;CUADRO MILLONARIOS B&W MMN45X60  NEGRO;;SI;;;;
ite016;LAMPARA COLGANTE BARN;Iluminacion > Lampara de Techo;Color;Cromo;;;;;84,390.00;68,990.00;1.30;22.00;36.00;36.00;ITE016CR;ITE016CR;SI;NO;COLGANTE, ILUMINACION, ITE016, LAMPARA COLGANTE, METAL Y VIDRIO;LAMPARA COLGANTE METAL Y VIDRIO;LAMPARA COLGANTE PANTALLA CAMPANA DE VIDRIO CON ESTRUCTURA DE METAL COLOR BRONCE;;SI;;;;
ite016;;;Color;Negro;;;;;84,390.00;68,990.00;1.30;22.00;36.00;36.00;ITE016NE;ITE016NE;;;;;;;;;;;
msi016;SILLA MANILA;Muebles > Sillas, Navidad > Mesas\, bares y consolas > Sillas, CyberWeek  > Sillas;Color;Celeste pastel;;;;;118,990.00;91,990.00;2.50;30.00;65.00;65.00;MSI016CL;MSI016CL;SI;NO;MSI016, MUEBLES, SILLA, SILLAS, TAPIZADO Y MADERA;SILLA TAPIZADO Y MADERA;SILLA TERCIOPELO CON PATAS DE MADERA-CELESTE;;SI;;;;
msi016;;;Color;Rosa bebe;;;;;118,990.00;91,990.00;2.50;30.00;65.00;65.00;MSI016RC;MSI016RC;;;;;;;;;;;
silla-budapest;SILLA BUDAPEST;Muebles > Sillas, Navidad > Mesas\, bares y consolas > Sillas, BlackWeek > Sillas, THE CHRISTMAS SALE > Sillas;Color;Marrón;;;;;118,990.00;91,990.00;3.85;25.00;30.00;5.00;MSI015BV;;SI;NO;METAL Y TAPIZADO, MSI015, MUEBLES, SILLA, SILLAS;SILLA METAL Y TAPIZADO;SILLA TERCIOPELO ESTILO COLEGIO PATAS NEGRAS-BEIGE VERDE;;SI;;;;
silla-budapest;;;Color;Naranja;;;;;118,990.00;91,990.00;3.85;25.00;30.00;5.00;MSI015NR;MSI015NR;;;;;;;;;;;
silla-budapest;;;Color;Rosa;;;;;118,990.00;91,990.00;3.85;25.00;30.00;5.00;MSI015RC;MSI015RC;;;;;;;;;;;
msi014;SILLA MADRID;Muebles > Sillas, Navidad > Mesas\, bares y consolas > Sillas, BlackWeek > Sillas, THE CHRISTMAS SALE > Sillas;Color;Madera Clara;;;;;89,190.00;76,990.00;3.75;25.00;30.00;5.00;MSI014MC;MSI014MC;SI;NO;HIERRO Y MADERA, MSI014, MUEBLES, SILLA, SILLAS;SILLA HIERRO Y MADERA;SILLA DE MADERA CLARA ESTILO COLEGIO CON PATAS DE HIERRO NEGRAS;;SI;;;;
msi014;;;Color;Madera Oscura;;;;;89,190.00;76,990.00;3.75;25.00;30.00;5.00;MSI014MO;MSI014MO;;;;;;;;;;;
msi013;SILLA LISBOA;Muebles > Sillas, Navidad > Mesas\, bares y consolas > Sillas;Color;Marron;;;;;145,190.00;;2.50;15.00;15.00;10.00;MSI013MR;MSI013MR;SI;NO;MSI013, MUEBLES, SILLA, SILLAS, SIMIL CUERO;SILLA SIMIL CUERO;SILLA DE CUERO VINILICO-MARRON;;SI;;;;
sillon-junnar;SILLON JUNNAR;Muebles > Sillas, Navidad > Mesas\, bares y consolas > Sillas, CyberWeek  > Sillas;Color;Negro;;;;;198,990.00;129,990.00;4.40;66.00;51.00;94.00;MSI012NE;MSI012NE;SI;NO;hot week, MSI012, MUEBLES, SILLA, SILLAS, SIMIL RATTAN;SILLÓN SIMIL RATTAN;SILLÓN BAJO SIMIL RATTAN NEGRO;;SI;;;;
sillon-junnar;;;Color;Rattan;;;;;198,990.00;129,990.00;4.40;66.00;51.00;94.00;MSI012RT;MSI012RT;;;;;;;;;;;
msi011;SILLA ROMA;Muebles > Sillas;Color;Blanco;;;;;92,790.00;;3.72;25.00;30.00;5.00;MSI011BL;MSI011BL;SI;NO;MSI011, MUEBLES, PP Y METAL, SILLA, SILLAS;SILLA PP Y METAL;SILLA PP CON PATAS METAL PINTURA AL HORNO RESPALDO EN U CON VARILLAS BLANCO;;SI;;;;
msi011;;;Color;Gris;;;;;92,790.00;;3.72;25.00;30.00;5.00;MSI011GR;MSI011GR;;;;;;;;;;;
msi011;;;Color;Negro;;;;;92,790.00;;3.72;25.00;30.00;5.00;MSI011NE;MSI011NE;;;;;;;;;;;
msi009;SILLA BANGALORE;Muebles > Sillas, Navidad > Mesas\, bares y consolas > Sillas, CyberWeek  > Sillas;Color;Rattan;;;;;180,490.00;129,990.00;4.00;87.00;72.00;57.00;MSI009NT;MSI009NT;SI;NO;"METAL;RATTAN SINT, MSI009, MUEBLES, SILLA, SILLAS";"SILLA METAL;RATTAN SINT";SILLÓN SIMIL RATTAN ROMBOS PATAS METAL NEGRO;;SI;;;;
msi008;SILLA JAIPUR;Muebles > Sillas, Navidad > Mesas\, bares y consolas > Sillas, BlackWeek > Sillas, THE CHRISTMAS SALE > Sillas;Color;Negro;;;;;209,490.00;149,390.00;3.56;83.00;52.00;47.00;MSI008NE;MSI008NE;SI;NO;"METAL;RATTAN SINT, MSI008, MUEBLES, SILLA, SILLAS";"SILLA METAL;RATTAN SINT";SILLÓN SIMIL RATTAN NEGRO PATAS METAL NEGRO;;SI;;;;
msi008;;;Color;Rattan;;;;;209,490.00;149,390.00;3.56;83.00;52.00;47.00;MSI008RT;MSI008RT;;;;;;;;;;;
msi007;SILLA MUMBAI;Muebles > Sillas, Navidad > Mesas\, bares y consolas > Sillas, BlackWeek > Muebles, THE CHRISTMAS SALE > Muebles;Color;Negro;;;;;180,790.00;114,890.00;3.94;87.00;52.00;47.00;MSI007NE;MSI007NE;SI;NO;"METAL;RATTAN SINT, MSI007, MUEBLES, SILLA, SILLAS";"SILLA METAL;RATTAN SINT";SILLA SIMIL RATTAN NEGRO PATAS METAL NEGRO;;SI;;;;
msi006;SILLA AMSTERDAM;Muebles > Sillas, BlackWeek > Sillas, THE CHRISTMAS SALE > Sillas;Color;Blanco;;;;;74,390.00;68,990.00;4.00;25.00;30.00;5.00;MSI006BL;MSI006BL;SI;NO;MSI006, MUEBLES, PP Y MADERA, SILLA, SILLAS;SILLA PP Y MADERA;SILLA PP CON ASIENTO PATAS MADERA BLANCO;;SI;;;;
msi005;SILLA PARIS;Muebles > Sillas, Navidad > Mesas\, bares y consolas > Sillas, BlackWeek > Sillas, THE CHRISTMAS SALE > Sillas;Color;Azulino;;;;;92,790.00;74,690.00;3.94;25.00;30.00;5.00;MSI005AZ;MSI005AZ;SI;NO;MSI005, MUEBLES, PP Y METAL, SILLA, SILLAS;SILLA PP Y METAL;SILLA TERCIOPELO PATAS METAL NEGRO - AZUL;;SI;;;;
msi005;;;Color;Rosa bebe;;;;;92,790.00;74,690.00;3.94;25.00;30.00;5.00;MSI005RS;MSI005RS;;;;;;;;;;;
msi005;;;Color;Gris;;;;;92,790.00;;3.94;25.00;30.00;5.00;MSI005GR;MSI005GR;;;;;;;;;;;
msi004;SILLA LONDRES;Muebles > Sillas, BlackWeek > Sillas, THE CHRISTMAS SALE > Sillas;Color;Blanco;;;;;112,190.00;86,190.00;4.00;59.00;64.00;57.00;MSI004BL;MSI004BL;SI;NO;MSI004, MUEBLES, PP Y MADERA, SILLA, SILLAS;SILLA PP Y MADERA;SILLA WBONE PP PATAS MADERA BLANCO;;SI;;;;
msi004;;;Color;Negro;;;;;112,190.00;86,190.00;4.00;59.00;64.00;57.00;MSI004NE;MSI004NE;;;;;;;;;;;
msi003;SILLA BERLIN;Muebles > Sillas, CyberWeek ;Color;Blanco;;;;;70,590.00;62,990.00;2.60;25.00;30.00;5.00;MSI003BL;MSI003BL;SI;NO;MSI003, MUEBLES, PP Y MADERA, SILLA, SILLAS;SILLA PP Y MADERA;SILLA BASICA RESPALDO ASIENTO PP PATAS MADERA BLANCO;;SI;;;;
msi003;;;Color;Negro;;;;;70,590.00;62,990.00;2.60;25.00;30.00;5.00;MSI003NE;MSI003NE;;;;;;;;;;;
msi002;SILLA COPENHAGUE;Muebles > Sillas, BlackWeek > Sillas, THE CHRISTMAS SALE > Sillas;Color;Negro;;;;;81,490.00;71,990.00;4.00;25.00;30.00;5.00;MSI002NE;MSI002NE;SI;NO;MSI002, MUEBLES, PP Y MADERA, SILLA, SILLAS;SILLA PP Y MADERA;SILLA PP CON PATAS MADERA RESPALDO U BLANCO;;SI;;;;
msi001;SILLA OSLO;Muebles > Sillas, BlackWeek > Sillas, THE CHRISTMAS SALE > Sillas;Color;Blanco;;;;;81,490.00;68,990.00;4.00;25.00;30.00;5.00;MSI001BL;MSI001BL;SI;NO;MSI001, MUEBLES, PP Y METAL, SILLA, SILLAS;SILLA PP Y METAL;SILLA RESPALDO VARILLAS BLANCO ;;SI;;;;
mpe004;PERCHERO DENVER;Muebles > Percheros;Color;Blanco;;;;;247,990.00;;19.50;185.00;40.00;31.00;MPE004BP;MPE004BP;SI;NO;HIERRO Y MADERA, MPE004, MUEBLES, PERCHERO;PERCHERO HIERRO Y MADERA;PERCHERO DE PIE RECIBIDOR BLANCO CON CUATRO GANCHOS Y BAUL ;;SI;;;;
mpe004;;;Color;Gris;;;;;247,990.00;;19.50;185.00;40.00;31.00;MPE004GP;MPE004GP;;;;;;;;;;;
mpe004;;;Color;Negro;;;;;247,990.00;;19.50;185.00;40.00;31.00;MPE004NP;MPE004NP;;;;;;;;;;;
mpe003;PERCHERO AREN SLIM;Muebles > Percheros, BlackWeek > Muebles, THE CHRISTMAS SALE > Muebles;Color;Blanco;;;;;66,390.00;54,990.00;3.92;105.00;55.00;31.00;MPE003BL;MPE003BL;SI;NO;HIERRO, MPE003, MUEBLES, PERCHERO;PERCHERO HIERRO;PERCHERO DE PIE BLANCO 50CM;;SI;;;;
mpe003;;;Color;Negro;;;;;66,390.00;54,990.00;3.92;105.00;55.00;31.00;MPE003NE;MPE003NE;;;;;;;;;;;
mpe001;PERCHERO AREN;Muebles > Percheros, BlackWeek > Muebles, THE CHRISTMAS SALE > Muebles;Color;Blanco;;;;;73,890.00;59,990.00;4.72;102.00;83.00;26.00;MPE001BL;MPE001BL;SI;NO;HIERRO, MPE001, MUEBLES, PERCHERO;PERCHERO HIERRO;PERCHERO DE PIE CON DOBLE APOYO RECTANGULAR BLANCO;;SI;;;;
mpe001;;;Color;Negro;;;;;73,890.00;59,990.00;4.72;102.00;83.00;26.00;MPE001NE;MPE001NE;;;;;;;;;;;
mesa-ratona-mick;MESA RATONA MICK;Muebles > Mesa Ratona, BlackWeek > Muebles, THE CHRISTMAS SALE > Muebles;Color;Negro;;;;;174,190.00;129,990.00;12.70;50.00;140.00;50.00;MMR009NP;MMR009NP;SI;NO;MADERA, MESA RATONA, MMR009, MUEBLES;MESA RATONA MADERA;MESA RATONA RECTANGULAR DE MADERA DE ALAMO TAPA NEGRA PATAS COLOR PETIRIBI;;SI;;;;
mesa-ratona-mick;;;Color;Color Petribi;;;;;169,190.00;;12.70;53.00;143.00;53.00;MMR009PE;MMR009PE;;;;;;;;;;;
mmr008;MESA RATONA BORD SLIM;Muebles > Mesa Ratona;Color;Blanco;;;;;122,290.00;109,990.00;11.00;55.00;104.00;51.00;MMR008BL;MMR008BL;SI;NO;HIERRO Y CHAPA, MESA RATONA, MMR008, MUEBLES;MESA RATONA HIERRO Y CHAPA;MESA RATONA SLIM XL RECTANGULAR BLANCO;;SI;;;;
mmr008;;;Color;Negro;;;;;122,290.00;109,990.00;11.00;55.00;12.00;51.00;MMR008NE;MMR008NE;;;;;;;;;;;
mmr008;;;Color;Gris;;;;;122,290.00;109,990.00;11.00;55.00;11.00;51.00;MMR008GN;MMR008GN;;;;;;;;;;;
mesa-ratona-bord-wood-xl;MESA RATONA BORD WOOD XL;Muebles > Mesa Ratona, BlackWeek > Muebles, THE CHRISTMAS SALE > Muebles;Color;Blanco;;;;;162,190.00;149,990.00;10.38;55.00;145.00;55.00;MMR007BP;MMR007BP;SI;NO;HIERRO Y MADERA, MESA RATONA, MMR007, MUEBLES;MESA RATONA HIERRO Y MADERA;MESA RATONA XL RECTANGULAR PETIRIBI BLANCO;;SI;;;;
mesa-ratona-bord-wood-xl;;;Color;Negro;;;;;161,890.00;149,990.00;10.38;55.00;145.00;55.00;MMR007NP;MMR007NP;;;;;;;;;;;
mmr006;MESA RATONA BORD XL;Muebles > Mesa Ratona, BlackWeek > Muebles, THE CHRISTMAS SALE > Muebles;Color;Blanco;;;;;174,390.00;149,990.00;16.15;48.00;145.00;55.00;MMR006BL;MMR006BL;SI;NO;HIERRO Y CHAPA, MESA RATONA, MMR006, MUEBLES;MESA RATONA HIERRO Y CHAPA;MESA RATONA XL RECTANGULAR BLANCO;;SI;;;;
mmr006;;;Color;Gris;;;;;173,090.00;149,990.00;16.15;48.00;145.00;55.00;MMR006GN;MMR006GN;;;;;;;;;;;
mmr006;;;Color;Negro;;;;;173,090.00;149,990.00;16.15;48.00;145.00;55.00;MMR006NE;MMR006NE;;;;;;;;;;;
mmr005;MESA RATONA BORD MED;Muebles > Mesa Ratona;Color;Blanco;;;;;91,590.00;79,990.00;5.62;55.00;55.00;65.00;MMR005BL;MMR005BL;SI;NO;HIERRO Y CHAPA, MESA RATONA, MMR005, MUEBLES;MESA RATONA HIERRO Y CHAPA;MESA RATONA MED CUADRADA BLANCO;;SI;;;;
mmr005;;;Color;Gris;;;;;91,590.00;79,990.00;5.62;55.00;55.00;65.00;MMR005GN;MMR005GN;;;;;;;;;;;
mmr005;;;Color;Negro;;;;;91,590.00;79,990.00;5.62;55.00;55.00;65.00;MMR005NE;MMR005NE;;;;;;;;;;;
mmr004;MESA RATONA BORD MINI;Muebles > Mesa Ratona;Color;Blanco;;;;;80,190.00;69,990.00;5.82;50.00;56.00;67.00;MMR004BL;MMR004BL;SI;NO;HIERRO Y CHAPA, MESA RATONA, MMR004, MUEBLES;MESA RATONA HIERRO Y CHAPA;MESA RATONA CUADRADA BLANCO;;SI;;;;
mmr004;;;Color;Gris;;;;;80,190.00;69,990.00;5.82;50.00;56.00;67.00;MMR004GN;MMR004GN;;;;;;;;;;;
mmr004;;;Color;Negro;;;;;80,190.00;69,990.00;5.82;50.00;56.00;67.00;MMR004NE;MMR004NE;;;;;;;;;;;
mml005;MESA DE LUZ MADISON;Muebles > Mesa de Luz, BlackWeek > Muebles, THE CHRISTMAS SALE > Muebles;Color;Azul petroleo;;;;;160,390.00;139,990.00;12.00;85.00;70.00;60.00;MML005AO;MML005AO;SI;NO;HIERRO Y MADERA, MESA DE LUZ, MML005, MUEBLES;MESA DE LUZ HIERRO Y MADERA;MESA DE LUZ MADERA LAQUEADA Y HIERRO MONOCROMO - AZUL OSCURO;;SI;;;;
mml005;;;Color;Tiza;;;;;160,390.00;139,990.00;12.00;85.00;70.00;60.00;MML005BT;MML005BT;;;;;;;;;;;
mml005;;;Color;Negro;;;;;160,390.00;139,990.00;12.00;85.00;70.00;60.00;MML005NE;MML005NE;;;;;;;;;;;
mml005;;;Color;Verde militar;;;;;160,390.00;139,990.00;12.00;85.00;70.00;60.00;MML005VO;MML005VO;;;;;;;;;;;
mml005;;;Color;Rosa viejo;;;;;160,390.00;139,990.00;12.00;85.00;70.00;60.00;MML005RV;MML005RV;;;;;;;;;;;
mml004;MESA DE LUZ HAMPTON XL;Muebles > Mesa de Luz;Color;Blanco;;;;;174,990.00;139,990.00;10.58;15.00;15.00;10.00;MML004BP;MML004BP;SI;NO;HIERRO Y MADERA, MESA DE LUZ, MML004, MUEBLES;MESA DE LUZ HIERRO Y MADERA;MESA DE LUZ XL CON UN ESTANTE DE MADERA Y HIERRO BLANCO;;SI;;;;
mml004;;;Color;Gris;;;;;174,990.00;139,990.00;10.58;15.00;15.00;10.00;MML004GP;MML004GP;;;;;;;;;;;
mml004;;;Color;Negro;;;;;174,990.00;139,990.00;10.58;15.00;15.00;10.00;MML004NP;MML004NP;;;;;;;;;;;
mml003;MESA DE LUZ LENNON;Muebles > Mesa de Luz;Color;Blanco;;;;;135,390.00;109,990.00;9.84;65.00;50.00;40.00;MML003BP;MML003BP;SI;NO;HIERRO Y MADERA, MESA DE LUZ, MML003, MUEBLES;MESA DE LUZ HIERRO Y MADERA;MESA DE LUZ DE ALAMO TEÑIDO PETIRIBI CON BASE DE HIERRO;;SI;;;;
mml003;;;Color;Gris;;;;;135,390.00;109,990.00;9.84;65.00;50.00;40.00;MML003GP;MML003GP;;;;;;;;;;;
mml003;;;Color;Negro;;;;;135,390.00;109,990.00;9.84;65.00;50.00;40.00;MML003NP;MML003NP;;;;;;;;;;;
mml002;MESA DE LUZ HAMPTON;Muebles > Mesa de Luz, BlackWeek > Muebles, THE CHRISTMAS SALE > Muebles;Color;Blanco;;;;;162,990.00;129,990.00;7.10;70.00;44.00;34.00;MML002BP;MML002BP;SI;NO;HIERRO Y MADERA, MESA DE LUZ, MML002, MUEBLES;MESA DE LUZ HIERRO Y MADERA;MESA DE LUZ ALAMO TEÑIDO PETIRIBI Y HIERRO BLANCO CON UN ESTANTE;;SI;;;;
mml002;;;Color;Gris;;;;;162,990.00;129,990.00;7.10;70.00;44.00;34.00;MML002GP;MML002GP;;;;;;;;;;;
mml002;;;Color;Negro;;;;;162,990.00;129,990.00;7.10;70.00;44.00;34.00;MML002NP;MML002NP;;;;;;;;;;;
mml001;MESA DE LUZ NIT;Muebles > Mesa de Luz;Color;Amarillo;;;;;119,690.00;89,990.00;7.80;75.00;54.00;46.00;MML001AF;MML001AF;SI;NO;HIERRO Y CHAPA, MESA DE LUZ, MML001, MUEBLES;MESA DE LUZ HIERRO Y CHAPA;MESA DE LUZ CON DOS ESTANTES AMARILLO MAIZAL;;SI;;;;
mml001;;;Color;Azul;;;;;119,690.00;89,990.00;7.80;75.00;54.00;46.00;MML001AZ;MML001AZ;;;;;;;;;;;
